FBG data file in Text:
Start Time now : 2018.11.22 15:3:55
Save Speed : 4000 Hz
1	4	3	4	0	1550.7513	1560.4385	1558.2770	1553.4030	1547.6409	1544.3489	1540.2921	1535.7709	1548.0125	1542.4780	1539.3998	1535.6891	
1	4	3	4	0	1550.7529	1560.4528	1558.2737	1553.4022	1547.6445	1544.3479	1540.2898	1535.7706	1548.0105	1542.4811	1539.4017	1535.6892	
1	4	3	4	0	1550.7535	1560.4641	1558.2644	1553.4025	1547.6464	1544.3473	1540.2897	1535.7681	1548.0084	1542.4801	1539.4055	1535.6879	
1	4	3	4	0	1550.7543	1560.4662	1558.2656	1553.4025	1547.6449	1544.3486	1540.2903	1535.7688	1548.0107	1542.4808	1539.4017	1535.6920	
1	4	3	4	0	1550.7538	1560.4651	1558.2710	1553.4064	1547.6427	1544.3440	1540.2908	1535.7699	1548.0121	1542.4777	1539.3987	1535.6881	
1	4	3	4	0	1550.7524	1560.4537	1558.2683	1553.4071	1547.6417	1544.3450	1540.2892	1535.7678	1548.0138	1542.4790	1539.4001	1535.6897	
1	4	3	4	0	1550.7551	1560.4612	1558.2704	1553.4053	1547.6423	1544.3490	1540.2914	1535.7690	1548.0114	1542.4794	1539.4030	1535.6891	
1	4	3	4	0	1550.7540	1560.4530	1558.2750	1553.4028	1547.6447	1544.3500	1540.2900	1535.7709	1548.0106	1542.4832	1539.4049	1535.6912	
1	4	3	4	0	1550.7539	1560.4517	1558.2716	1553.4010	1547.6458	1544.3517	1540.2905	1535.7698	1548.0094	1542.4835	1539.4050	1535.6903	
1	4	3	4	0	1550.7549	1560.4497	1558.2733	1553.4019	1547.6445	1544.3503	1540.2891	1535.7706	1548.0104	1542.4828	1539.4025	1535.6915	
1	4	3	4	0	1550.7565	1560.4595	1558.2708	1553.4053	1547.6421	1544.3461	1540.2893	1535.7689	1548.0129	1542.4797	1539.4009	1535.6906	
1	4	3	4	0	1550.7557	1560.4543	1558.2754	1553.4048	1547.6415	1544.3477	1540.2911	1535.7689	1548.0145	1542.4799	1539.3999	1535.6895	
1	4	3	4	0	1550.7539	1560.4484	1558.2748	1553.4028	1547.6447	1544.3483	1540.2911	1535.7700	1548.0095	1542.4807	1539.4011	1535.6902	
1	4	3	4	0	1550.7542	1560.4457	1558.2720	1553.4003	1547.6448	1544.3468	1540.2916	1535.7706	1548.0095	1542.4822	1539.4037	1535.6898	
1	4	3	4	0	1550.7570	1560.4601	1558.2723	1553.4033	1547.6473	1544.3458	1540.2896	1535.7709	1548.0104	1542.4819	1539.4056	1535.6885	
1	4	3	4	0	1550.7545	1560.4474	1558.2754	1553.4036	1547.6447	1544.3503	1540.2909	1535.7727	1548.0137	1542.4810	1539.4025	1535.6903	
1	4	3	4	0	1550.7527	1560.4425	1558.2775	1553.4038	1547.6439	1544.3502	1540.2922	1535.7700	1548.0139	1542.4762	1539.3990	1535.6895	
1	4	3	4	0	1550.7539	1560.4420	1558.2782	1553.4031	1547.6409	1544.3480	1540.2902	1535.7690	1548.0139	1542.4791	1539.3989	1535.6901	
1	4	3	4	0	1550.7565	1560.4371	1558.2754	1553.4050	1547.6444	1544.3467	1540.2886	1535.7700	1548.0111	1542.4788	1539.4039	1535.6910	
1	4	3	4	0	1550.7552	1560.4498	1558.2714	1553.4001	1547.6477	1544.3519	1540.2903	1535.7719	1548.0100	1542.4816	1539.4045	1535.6902	
1	4	3	4	0	1550.7544	1560.4653	1558.2776	1553.4019	1547.6486	1544.3479	1540.2889	1535.7709	1548.0098	1542.4790	1539.4039	1535.6893	
1	4	3	4	0	1550.7546	1560.4391	1558.2744	1553.4009	1547.6437	1544.3473	1540.2878	1535.7723	1548.0121	1542.4784	1539.4003	1535.6918	
1	4	3	4	0	1550.7552	1560.4747	1558.2682	1553.4059	1547.6403	1544.3479	1540.2889	1535.7705	1548.0135	1542.4769	1539.4001	1535.6920	
1	4	3	4	0	1550.7551	1560.4675	1558.2671	1553.4023	1547.6414	1544.3481	1540.2911	1535.7706	1548.0114	1542.4775	1539.4000	1535.6896	
1	4	3	4	0	1550.7554	1560.4578	1558.2657	1553.4036	1547.6436	1544.3507	1540.2910	1535.7699	1548.0083	1542.4790	1539.4044	1535.6897	
1	4	3	4	0	1550.7535	1560.4581	1558.2699	1553.4010	1547.6456	1544.3480	1540.2909	1535.7706	1548.0101	1542.4821	1539.4044	1535.6909	
1	4	3	4	0	1550.7554	1560.4657	1558.2672	1553.4028	1547.6455	1544.3479	1540.2888	1535.7716	1548.0094	1542.4797	1539.4023	1535.6910	
1	4	3	4	0	1550.7528	1560.4446	1558.2723	1553.4031	1547.6400	1544.3479	1540.2926	1535.7708	1548.0123	1542.4794	1539.3983	1535.6887	
1	4	3	4	0	1550.7538	1560.4500	1558.2760	1553.4060	1547.6409	1544.3458	1540.2905	1535.7693	1548.0135	1542.4757	1539.4010	1535.6901	
1	4	3	4	0	1550.7534	1560.4479	1558.2773	1553.4032	1547.6418	1544.3485	1540.2909	1535.7690	1548.0133	1542.4777	1539.4023	1535.6895	
