FBG data file in Text:
Start Time now : 2018.11.22 15:26:53
Save Speed : 4000 Hz
1	4	3	4	0	1550.7551	1559.5139	1558.3999	1553.6586	1547.8867	1544.6208	1540.5435	1536.0321	1548.2490	1542.7261	1539.6602	1535.9550	
1	4	3	4	0	1550.7529	1559.5076	1558.4022	1553.6591	1547.8867	1544.6185	1540.5435	1536.0302	1548.2500	1542.7247	1539.6591	1535.9517	
1	4	3	4	0	1550.7540	1559.5105	1558.4003	1553.6592	1547.8865	1544.6123	1540.5444	1536.0294	1548.2502	1542.7250	1539.6595	1535.9543	
1	4	3	4	0	1550.7531	1559.5220	1558.4059	1553.6597	1547.8867	1544.6200	1540.5425	1536.0308	1548.2509	1542.7231	1539.6571	1535.9540	
1	4	3	4	0	1550.7532	1559.5140	1558.4042	1553.6602	1547.8867	1544.6130	1540.5425	1536.0325	1548.2510	1542.7234	1539.6577	1535.9536	
1	4	3	4	0	1550.7524	1559.5159	1558.4004	1553.6594	1547.8887	1544.6174	1540.5446	1536.0311	1548.2516	1542.7225	1539.6580	1535.9558	
1	4	3	4	0	1550.7542	1559.5004	1558.3994	1553.6580	1547.8867	1544.6091	1540.5425	1536.0309	1548.2499	1542.7241	1539.6580	1535.9547	
1	4	3	4	0	1550.7526	1559.5046	1558.3964	1553.6575	1547.8857	1544.6173	1540.5446	1536.0317	1548.2477	1542.7246	1539.6594	1535.9535	
1	4	3	4	0	1550.7549	1559.5077	1558.3920	1553.6620	1547.8884	1544.6205	1540.5436	1536.0314	1548.2501	1542.7244	1539.6594	1535.9539	
1	4	3	4	0	1550.7528	1559.5031	1558.3976	1553.6606	1547.8865	1544.6182	1540.5435	1536.0299	1548.2529	1542.7225	1539.6588	1535.9567	
1	4	3	4	0	1550.7535	1559.5063	1558.4003	1553.6602	1547.8845	1544.6136	1540.5424	1536.0276	1548.2482	1542.7255	1539.6583	1535.9539	
1	4	3	4	0	1550.7526	1559.5059	1558.4020	1553.6599	1547.8862	1544.6158	1540.5435	1536.0308	1548.2493	1542.7266	1539.6599	1535.9563	
1	4	3	4	0	1550.7557	1559.5002	1558.3822	1553.6611	1547.8855	1544.6144	1540.5444	1536.0310	1548.2491	1542.7260	1539.6592	1535.9570	
1	4	3	4	0	1550.7523	1559.4951	1558.3678	1553.6580	1547.8850	1544.6176	1540.5433	1536.0299	1548.2507	1542.7252	1539.6592	1535.9543	
1	4	3	4	0	1550.7513	1559.5248	1558.4071	1553.6569	1547.8848	1544.6200	1540.5414	1536.0319	1548.2510	1542.7263	1539.6583	1535.9547	
1	4	3	4	0	1550.7515	1559.4844	1558.4259	1553.6627	1547.8835	1544.6185	1540.5414	1536.0308	1548.2501	1542.7231	1539.6588	1535.9550	
1	4	3	4	0	1550.7561	1559.4683	1558.4340	1553.6605	1547.8848	1544.6162	1540.5436	1536.0308	1548.2518	1542.7239	1539.6597	1535.9553	
1	4	3	4	0	1550.7509	1559.4731	1558.4364	1553.6570	1547.8872	1544.6204	1540.5436	1536.0334	1548.2512	1542.7247	1539.6591	1535.9542	
1	4	3	4	0	1550.7501	1559.4797	1558.4346	1553.6559	1547.8860	1544.6167	1540.5425	1536.0300	1548.2488	1542.7271	1539.6606	1535.9562	
1	4	3	4	0	1550.7526	1559.4740	1558.4233	1553.6592	1547.8845	1544.6183	1540.5425	1536.0326	1548.2500	1542.7266	1539.6603	1535.9550	
1	4	3	4	0	1550.7544	1559.4971	1558.3994	1553.6594	1547.8862	1544.6130	1540.5425	1536.0302	1548.2522	1542.7239	1539.6580	1535.9546	
1	4	3	4	0	1550.7535	1559.4935	1558.3958	1553.6592	1547.8850	1544.6172	1540.5435	1536.0316	1548.2513	1542.7231	1539.6583	1535.9536	
1	4	3	4	0	1550.7520	1559.5020	1558.3984	1553.6594	1547.8860	1544.6180	1540.5444	1536.0293	1548.2498	1542.7263	1539.6583	1535.9550	
1	4	3	4	0	1550.7550	1559.5044	1558.3950	1553.6604	1547.8860	1544.6158	1540.5444	1536.0323	1548.2485	1542.7257	1539.6600	1535.9548	
1	4	3	4	0	1550.7556	1559.5107	1558.3878	1553.6608	1547.8877	1544.6138	1540.5425	1536.0305	1548.2506	1542.7271	1539.6605	1535.9532	
1	4	3	4	0	1550.7539	1559.5071	1558.3958	1553.6591	1547.8870	1544.6145	1540.5424	1536.0286	1548.2478	1542.7242	1539.6591	1535.9537	
1	4	3	4	0	1550.7523	1559.5232	1558.4091	1553.6592	1547.8833	1544.6149	1540.5424	1536.0288	1548.2506	1542.7268	1539.6583	1535.9540	
1	4	3	4	0	1550.7537	1559.5128	1558.4073	1553.6622	1547.8831	1544.6146	1540.5403	1536.0305	1548.2507	1542.7234	1539.6572	1535.9542	
1	4	3	4	0	1550.7552	1559.5143	1558.4003	1553.6592	1547.8850	1544.6208	1540.5414	1536.0294	1548.2534	1542.7225	1539.6581	1535.9534	
1	4	3	4	0	1550.7509	1559.5162	1558.4099	1553.6573	1547.8857	1544.6144	1540.5435	1536.0308	1548.2499	1542.7244	1539.6603	1535.9553	
1	4	3	4	0	1550.7531	1559.5159	1558.4092	1553.6553	1547.8865	1544.6156	1540.5435	1536.0309	1548.2512	1542.7261	1539.6599	1535.9547	
