FBG data file in Text:
Start Time now : 2018.11.22 17:8:2
Save Speed : 4000 Hz
1	3	3	4	0	1550.7561	1558.8241	1553.9567	1548.1720	1544.9938	1540.9072	1536.3599	1548.6014	1543.0603	1539.9960	1536.3785	
1	3	3	4	0	1550.7565	1558.8248	1553.9574	1548.1722	1544.9878	1540.9063	1536.3625	1548.6024	1543.0613	1539.9977	1536.3811	
1	3	3	4	0	1550.7604	1558.8221	1553.9561	1548.1769	1544.9902	1540.9059	1536.3583	1548.6007	1543.0627	1539.9956	1536.3796	
1	3	3	4	0	1550.7590	1558.8186	1553.9547	1548.1722	1544.9913	1540.9064	1536.3607	1548.6006	1543.0624	1539.9987	1536.3811	
1	3	3	4	0	1550.7571	1558.8197	1553.9534	1548.1752	1544.9957	1540.9059	1536.3578	1548.5996	1543.0609	1539.9990	1536.3783	
1	3	3	4	0	1550.7595	1558.8239	1553.9567	1548.1714	1544.9934	1540.9049	1536.3599	1548.6018	1543.0619	1539.9969	1536.3815	
1	3	3	4	0	1550.7571	1558.8212	1553.9574	1548.1766	1544.9915	1540.9059	1536.3608	1548.6025	1543.0612	1539.9973	1536.3794	
1	3	3	4	0	1550.7554	1558.8219	1553.9551	1548.1719	1544.9928	1540.9064	1536.3624	1548.6023	1543.0610	1539.9966	1536.3799	
1	3	3	4	0	1550.7551	1558.8208	1553.9545	1548.1740	1544.9956	1540.9077	1536.3623	1548.6013	1543.0627	1539.9983	1536.3827	
1	3	3	4	0	1550.7574	1558.8209	1553.9559	1548.1759	1544.9905	1540.9086	1536.3617	1548.5997	1543.0647	1540.0006	1536.3812	
1	3	3	4	0	1550.7576	1558.8228	1553.9556	1548.1775	1544.9924	1540.9073	1536.3624	1548.5989	1543.0637	1540.0006	1536.3810	
1	3	3	4	0	1550.7573	1558.8217	1553.9551	1548.1726	1544.9939	1540.9066	1536.3639	1548.6014	1543.0614	1539.9977	1536.3824	
1	3	3	4	0	1550.7581	1558.8235	1553.9579	1548.1724	1544.9910	1540.9082	1536.3641	1548.5997	1543.0612	1539.9960	1536.3799	
