FBG data file in Text:
Start Time now : 2018.11.22 16:33:14
Save Speed : 4000 Hz
1	3	3	4	0	1550.7566	1558.5822	1553.7150	1547.9563	1544.7115	1540.6331	1536.1024	1548.3894	1542.8447	1539.7694	1536.1440	
1	3	3	4	0	1550.7559	1558.5826	1553.7112	1547.9550	1544.7080	1540.6349	1536.1041	1548.3906	1542.8461	1539.7672	1536.1458	
1	3	3	4	0	1550.7568	1558.5789	1553.7141	1547.9553	1544.7076	1540.6333	1536.1051	1548.3885	1542.8456	1539.7672	1536.1447	
1	3	3	4	0	1550.7594	1558.5819	1553.7170	1547.9553	1544.7089	1540.6329	1536.1049	1548.3882	1542.8458	1539.7716	1536.1431	
1	3	3	4	0	1550.7579	1558.5776	1553.7124	1547.9553	1544.7062	1540.6331	1536.1056	1548.3881	1542.8464	1539.7708	1536.1449	
1	3	3	4	0	1550.7579	1558.5787	1553.7133	1547.9530	1544.7124	1540.6342	1536.1041	1548.3876	1542.8447	1539.7706	1536.1444	
1	3	3	4	0	1550.7571	1558.5770	1553.7150	1547.9543	1544.7072	1540.6349	1536.1041	1548.3882	1542.8445	1539.7704	1536.1432	
1	3	3	4	0	1550.7594	1558.5868	1553.7162	1547.9509	1544.7063	1540.6331	1536.1042	1548.3883	1542.8442	1539.7705	1536.1417	
1	3	3	4	0	1550.7559	1558.5834	1553.7137	1547.9526	1544.7037	1540.6351	1536.1052	1548.3881	1542.8434	1539.7704	1536.1461	
1	3	3	4	0	1550.7561	1558.5833	1553.7125	1547.9526	1544.7076	1540.6344	1536.1041	1548.3854	1542.8455	1539.7693	1536.1456	
1	3	3	4	0	1550.7573	1558.5806	1553.7122	1547.9553	1544.7097	1540.6340	1536.1040	1548.3845	1542.8475	1539.7739	1536.1462	
1	3	3	4	0	1550.7582	1558.5830	1553.7159	1547.9536	1544.7076	1540.6329	1536.1019	1548.3857	1542.8447	1539.7711	1536.1436	
1	3	3	4	0	1550.7549	1558.5835	1553.7146	1547.9519	1544.7063	1540.6340	1536.1052	1548.3879	1542.8456	1539.7683	1536.1469	
1	3	3	4	0	1550.7561	1558.5837	1553.7146	1547.9530	1544.7111	1540.6328	1536.1023	1548.3893	1542.8463	1539.7673	1536.1449	
1	3	3	4	0	1550.7559	1558.5770	1553.7145	1547.9550	1544.7079	1540.6334	1536.1027	1548.3899	1542.8439	1539.7723	1536.1453	
1	3	3	4	0	1550.7560	1558.5825	1553.7146	1547.9530	1544.7087	1540.6355	1536.1018	1548.3862	1542.8458	1539.7694	1536.1431	
1	3	3	4	0	1550.7549	1558.5774	1553.7115	1547.9550	1544.7091	1540.6346	1536.1024	1548.3872	1542.8447	1539.7697	1536.1443	
1	3	3	4	0	1550.7572	1558.5829	1553.7162	1547.9540	1544.7090	1540.6326	1536.1028	1548.3889	1542.8448	1539.7704	1536.1447	
1	3	3	4	0	1550.7560	1558.5802	1553.7167	1547.9547	1544.7035	1540.6348	1536.1013	1548.3881	1542.8434	1539.7704	1536.1458	
1	3	3	4	0	1550.7559	1558.5872	1553.7146	1547.9536	1544.7096	1540.6332	1536.1035	1548.3878	1542.8433	1539.7682	1536.1453	
1	3	3	4	0	1550.7571	1558.5835	1553.7137	1547.9557	1544.7098	1540.6328	1536.1042	1548.3884	1542.8453	1539.7675	1536.1443	
1	3	3	4	0	1550.7559	1558.5837	1553.7150	1547.9563	1544.7109	1540.6340	1536.1036	1548.3876	1542.8459	1539.7700	1536.1432	
1	3	3	4	0	1550.7570	1558.5769	1553.7125	1547.9573	1544.7081	1540.6344	1536.1044	1548.3865	1542.8456	1539.7710	1536.1437	
1	3	3	4	0	1550.7560	1558.5820	1553.7122	1547.9536	1544.7072	1540.6355	1536.1045	1548.3878	1542.8456	1539.7711	1536.1453	
1	3	3	4	0	1550.7576	1558.5824	1553.7170	1547.9534	1544.7084	1540.6354	1536.1052	1548.3885	1542.8434	1539.7684	1536.1456	
1	3	3	4	0	1550.7559	1558.5828	1553.7141	1547.9550	1544.7072	1540.6342	1536.1057	1548.3889	1542.8444	1539.7686	1536.1450	
1	3	3	4	0	1550.7565	1558.5778	1553.7124	1547.9540	1544.7103	1540.6345	1536.1052	1548.3876	1542.8456	1539.7706	1536.1461	
1	3	3	4	0	1550.7557	1558.5756	1553.7120	1547.9553	1544.7090	1540.6351	1536.1052	1548.3845	1542.8452	1539.7705	1536.1436	
1	3	3	4	0	1550.7585	1558.5806	1553.7137	1547.9530	1544.7084	1540.6334	1536.1053	1548.3859	1542.8466	1539.7686	1536.1466	
1	3	3	4	0	1550.7576	1558.5830	1553.7162	1547.9532	1544.7058	1540.6346	1536.1023	1548.3875	1542.8439	1539.7684	1536.1477	
1	3	3	4	0	1550.7554	1558.5847	1553.7146	1547.9509	1544.7095	1540.6335	1536.1055	1548.3879	1542.8447	1539.7686	1536.1434	
1	3	3	4	0	1550.7559	1558.5853	1553.7142	1547.9517	1544.7084	1540.6329	1536.1031	1548.3884	1542.8431	1539.7682	1536.1449	
1	3	3	4	0	1550.7570	1558.5842	1553.7158	1547.9530	1544.7050	1540.6322	1536.1018	1548.3883	1542.8466	1539.7712	1536.1438	
1	3	3	4	0	1550.7574	1558.5823	1553.7137	1547.9543	1544.7113	1540.6340	1536.1019	1548.3871	1542.8453	1539.7714	1536.1451	
1	3	3	4	0	1550.7566	1558.5808	1553.7120	1547.9543	1544.7112	1540.6339	1536.1012	1548.3859	1542.8445	1539.7732	1536.1437	
1	3	3	4	0	1550.7566	1558.5789	1553.7137	1547.9550	1544.7108	1540.6326	1536.1022	1548.3890	1542.8430	1539.7690	1536.1416	
1	3	3	4	0	1550.7576	1558.5851	1553.7163	1547.9557	1544.7058	1540.6340	1536.1024	1548.3898	1542.8445	1539.7672	1536.1422	
1	3	3	4	0	1550.7552	1558.5835	1553.7137	1547.9550	1544.7064	1540.6345	1536.1063	1548.3879	1542.8428	1539.7684	1536.1471	
1	3	3	4	0	1550.7561	1558.5782	1553.7124	1547.9557	1544.7106	1540.6332	1536.1049	1548.3854	1542.8447	1539.7704	1536.1429	
1	3	3	4	0	1550.7565	1558.5747	1553.7145	1547.9574	1544.7076	1540.6353	1536.1058	1548.3861	1542.8468	1539.7693	1536.1445	
1	3	3	4	0	1550.7574	1558.5797	1553.7158	1547.9561	1544.7081	1540.6333	1536.1038	1548.3862	1542.8459	1539.7725	1536.1428	
1	3	3	4	0	1550.7578	1558.5804	1553.7153	1547.9540	1544.7056	1540.6326	1536.1063	1548.3859	1542.8439	1539.7694	1536.1473	
1	3	3	4	0	1550.7567	1558.5868	1553.7153	1547.9530	1544.7090	1540.6337	1536.1052	1548.3887	1542.8472	1539.7693	1536.1443	
1	3	3	4	0	1550.7566	1558.5819	1553.7170	1547.9526	1544.7091	1540.6361	1536.1051	1548.3890	1542.8446	1539.7723	1536.1456	
1	3	3	4	0	1550.7551	1558.5787	1553.7155	1547.9534	1544.7072	1540.6338	1536.1034	1548.3865	1542.8463	1539.7712	1536.1454	
1	3	3	4	0	1550.7565	1558.5801	1553.7133	1547.9526	1544.7089	1540.6324	1536.1034	1548.3850	1542.8462	1539.7706	1536.1436	
