FBG data file in Text:
Start Time now : 2018.11.22 16:38:16
Save Speed : 4000 Hz
1	3	3	4	0	1550.7572	1558.6249	1553.7543	1547.9832	1544.7642	1540.6871	1536.1538	1548.4397	1542.8940	1539.8168	1536.1940	
1	3	3	4	0	1550.7562	1558.6215	1553.7543	1547.9830	1544.7621	1540.6875	1536.1515	1548.4404	1542.8964	1539.8228	1536.1940	
1	3	3	4	0	1550.7555	1558.6204	1553.7510	1547.9825	1544.7676	1540.6857	1536.1549	1548.4396	1542.8951	1539.8180	1536.1968	
1	3	3	4	0	1550.7570	1558.6179	1553.7538	1547.9834	1544.7651	1540.6869	1536.1501	1548.4414	1542.8928	1539.8184	1536.1884	
1	3	3	4	0	1550.7595	1558.6226	1553.7566	1547.9806	1544.7682	1540.6859	1536.1504	1548.4417	1542.8939	1539.8176	1536.1918	
1	3	3	4	0	1550.7555	1558.6254	1553.7551	1547.9791	1544.7634	1540.6865	1536.1520	1548.4402	1542.8949	1539.8177	1536.1949	
1	3	3	4	0	1550.7574	1558.6199	1553.7509	1547.9812	1544.7638	1540.6876	1536.1516	1548.4407	1542.8971	1539.8182	1536.1926	
1	3	3	4	0	1550.7593	1558.6193	1553.7511	1547.9832	1544.7665	1540.6882	1536.1501	1548.4407	1542.8949	1539.8176	1536.1935	
1	3	3	4	0	1550.7585	1558.6233	1553.7545	1547.9834	1544.7651	1540.6862	1536.1531	1548.4440	1542.8939	1539.8195	1536.1940	
1	3	3	4	0	1550.7571	1558.6238	1553.7540	1547.9828	1544.7661	1540.6869	1536.1512	1548.4418	1542.8929	1539.8184	1536.1943	
1	3	3	4	0	1550.7565	1558.6248	1553.7535	1547.9803	1544.7665	1540.6865	1536.1571	1548.4409	1542.8929	1539.8212	1536.1985	
1	3	3	4	0	1550.7568	1558.6228	1553.7534	1547.9845	1544.7668	1540.6877	1536.1530	1548.4418	1542.8929	1539.8170	1536.1925	
1	3	3	4	0	1550.7583	1558.6230	1553.7544	1547.9824	1544.7604	1540.6870	1536.1525	1548.4398	1542.8951	1539.8187	1536.1936	
1	3	3	4	0	1550.7552	1558.6215	1553.7533	1547.9841	1544.7655	1540.6875	1536.1565	1548.4392	1542.8942	1539.8212	1536.1963	
1	3	3	4	0	1550.7561	1558.6206	1553.7533	1547.9832	1544.7621	1540.6882	1536.1563	1548.4407	1542.8940	1539.8207	1536.1963	
1	3	3	4	0	1550.7563	1558.6184	1553.7534	1547.9823	1544.7638	1540.6884	1536.1542	1548.4395	1542.8929	1539.8168	1536.1930	
1	3	3	4	0	1550.7593	1558.6257	1553.7572	1547.9816	1544.7627	1540.6868	1536.1530	1548.4426	1542.8940	1539.8210	1536.1912	
1	3	3	4	0	1550.7566	1558.6260	1553.7531	1547.9807	1544.7638	1540.6874	1536.1527	1548.4434	1542.8940	1539.8184	1536.1945	
1	3	3	4	0	1550.7578	1558.6233	1553.7534	1547.9832	1544.7651	1540.6877	1536.1545	1548.4427	1542.8961	1539.8177	1536.1991	
1	3	3	4	0	1550.7576	1558.6205	1553.7526	1547.9845	1544.7661	1540.6870	1536.1501	1548.4387	1542.8950	1539.8202	1536.1935	
1	3	3	4	0	1550.7578	1558.6255	1553.7534	1547.9834	1544.7644	1540.6874	1536.1504	1548.4409	1542.8939	1539.8173	1536.1930	
1	3	3	4	0	1550.7566	1558.6239	1553.7528	1547.9812	1544.7651	1540.6857	1536.1499	1548.4427	1542.8929	1539.8164	1536.1893	
1	3	3	4	0	1550.7573	1558.6244	1553.7532	1547.9786	1544.7651	1540.6874	1536.1531	1548.4410	1542.8940	1539.8169	1536.1930	
1	3	3	4	0	1550.7567	1558.6204	1553.7523	1547.9825	1544.7655	1540.6886	1536.1537	1548.4417	1542.8960	1539.8186	1536.1953	
1	3	3	4	0	1550.7561	1558.6217	1553.7505	1547.9825	1544.7668	1540.6877	1536.1530	1548.4407	1542.8950	1539.8182	1536.1931	
1	3	3	4	0	1550.7573	1558.6168	1553.7482	1547.9810	1544.7631	1540.6874	1536.1545	1548.4386	1542.8971	1539.8186	1536.1963	
1	3	3	4	0	1550.7573	1558.6180	1553.7543	1547.9833	1544.7679	1540.6877	1536.1533	1548.4406	1542.8961	1539.8201	1536.1926	
1	3	3	4	0	1550.7562	1558.6190	1553.7535	1547.9833	1544.7638	1540.6865	1536.1537	1548.4415	1542.8939	1539.8190	1536.1898	
1	3	3	4	0	1550.7573	1558.6249	1553.7555	1547.9810	1544.7634	1540.6859	1536.1548	1548.4415	1542.8920	1539.8196	1536.1912	
